number,value,params_alpha,params_beta,params_delta,params_gamma,state,user_attrs_avg_completed_makespan,user_attrs_failed_tasks,user_attrs_num_completed,user_attrs_num_failed,duration
117,10000000000,2.04333528668123,8.96446901241466,1.54873741300195,0.0609994770536134,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:03:07.182163
118,10000000000,0.0502613886738813,8.07620168805859,6.57076910079315,0.540928676045872,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:03:07.658543
119,10000000000,0.0100823679998306,148.207799134251,9.77990616794446,62.0491341740923,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:03:06.262076
120,10000000000,6.74189385113243,0.295732838246703,2.56968963710644,0.1307082974117,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:02:44.900890
121,10000000000,0.863724110401533,2.43246430806532,14.727399423716,26.9181937887001,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:03:06.620086
122,10000000000,0.0889447202510653,0.373480130098783,13.1354649933983,12.2621474440547,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:03:07.675810
123,10000000000,0.598404739388992,0.180488655477136,11.5017275960162,40.0895574319084,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:03:05.947286
124,10000000000,0.019598344978873,0.175401260220373,7.05287582883292,2.90591022538987,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:03:07.507475
125,10000000000,0.336449974420867,4.33513671957478,13.7568659225329,0.0111102346727738,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:03:06.050918
126,10000000000,1.11277083998579,0.58295219180553,14.3519823585496,27.1463462749433,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:03:07.550359
127,10000000000,0.759506846317145,1.48666591961016,11.0899009332719,56.2385754782068,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:03:06.591837
128,10000000000,3.71750802161389,0.316140568981629,11.9069853810692,62.974712263617,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:03:07.262057
129,10000000000,0.043279503213244,7.05779373618876,7.38102852345915,0.0965797108275115,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:03:07.002281
130,10000000000,0.197694402151755,0.291370759334228,9.8454841779389,30.4056423561566,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:03:07.593369
131,10000000000,0.302669813529754,17.7503962209573,9.25970420643408,1.92054355239972,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:03:07.305645
132,10000000000,5.44089442343177,45.3026224501799,14.6916890109641,8.43146545193877,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:03:06.719887
133,10000000000,0.0137286043835878,123.488772435973,13.7229079179507,5.71585080980135,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:03:07.437810
134,10000000000,0.189615055004182,2.82824356446793,2.61436297331239,1.13708512758729,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:03:06.054376
135,10000000000,7.32561460190651,54.3887061914537,13.5811724367494,2.70528019576547,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:03:07.343379
136,10000000000,8.87840942677325,23.7630922853363,12.9621516758574,0.128234814370786,COMPLETE,,"[""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))""]",0,1,00:03:07.064047
