number,value,params_alpha,params_beta,params_delta,params_gamma,state,user_attrs_avg_completed_makespan,user_attrs_num_completed,user_attrs_num_failed
0,12500.0,0.15472966940891117,104.60571166221945,8.979877262955549,6.5251195192041,COMPLETE,inf,0,3
1,12500.0,0.03129892635009182,0.31293405842462185,12.992642186624028,0.01672388541572008,COMPLETE,inf,0,3
2,12500.0,0.811327383832515,17.737937695904435,14.548647782429915,0.011999120056741199,COMPLETE,inf,0,3
