trial_number,value,state,datetime_start,datetime_complete,duration,param_alpha,param_beta,param_gamma,user_attr_num_completed,user_attr_num_failed,user_attr_avg_completed_makespan,user_attr_avg_computation_time,user_attr_failed_tasks_json
4,41.196,COMPLETE,2025-05-23T18:47:08.416037,2025-05-23T19:13:38.311659,1589.895622,2.5641487635088964,3.6457730475229315,3.12349833743564,10,0,46.245,4.624682127789129,"[{""name"": ""complex1_11subtasks(dc2, dnc2, nd(1, 3, 6))"", ""status"": ""Failed (Planning/State Error)""}, {""name"": ""complex2_11subtasks(dc2, nd(1, 3, 5, 6))"", ""status"": ""Failed (Planning/State Error)""}]"
3,55.995000000000005,COMPLETE,2025-05-23T18:47:08.386291,2025-05-23T19:22:26.614923,2118.228632,2.216814508508458,4.54630117361609,0.04131602741079468,10,0,53.73125,9.834476022061427,"[{""name"": ""complex4_12subtasks(dc2, nd1, nd6, nd3, nd2)"", ""status"": ""Failed (Planning/State Error)""}, {""name"": ""complex5_12subtasks(nd7->dc1, nd(1, 2, 3, 5, 6)"", ""status"": ""Failed (Planning/State Error)""}]"
0,65.19700000000002,COMPLETE,2025-05-23T18:47:08.315845,2025-05-23T19:28:11.483854,2463.168009,4.235429439818084,4.631237624167465,0.4312029462920865,10,0,65.19700000000002,12.521925536647904,[]
2,63.7,COMPLETE,2025-05-23T18:47:08.361724,2025-05-23T19:28:28.477104,2480.11538,0.8008201319870497,1.166979805602889,4.704532485062232,10,0,68.07142857142857,20.50711406862829,"[{""name"": ""complex5_12subtasks(nd7->dc1, nd(1, 2, 3, 5, 6)"", ""status"": ""Failed (Planning/State Error)""}, {""name"": ""complex10_20subtasks(nd7->dc1, dnc1, dnc2, nd1->nd4, nd(2, 3, 5, 6))"", ""status"": ""Failed (Planning/State Error)""}, {""name"": ""boil_potato and cook_egg and heat_the_bread_using_microwave and wash_apple_and_lettuce and set_the_table"", ""status"": ""Failed (Planning/State Error)""}]"
1,74.436,COMPLETE,2025-05-23T18:47:08.318235,2025-05-23T19:33:26.230403,2777.912168,3.269832943414903,3.147023908101262,1.0631897327217061,10,0,79.61777777777777,16.655206579749937,"[{""name"": ""complex2_11subtasks(dc2, nd(1, 3, 5, 6))"", ""status"": ""Failed (Planning/State Error)""}]"
5,61.819,COMPLETE,2025-05-23T19:13:38.488874,2025-05-23T19:54:13.870896,2435.382022,1.3495668436680914,3.3026658639060797,1.9705349318382768,10,0,72.78428571428572,22.069635815580842,"[{""name"": ""complex5_12subtasks(nd7->dc1, nd(1, 2, 3, 5, 6)"", ""status"": ""Failed (Planning/State Error)""}, {""name"": ""complex10_20subtasks(nd7->dc1, dnc1, dnc2, nd1->nd4, nd(2, 3, 5, 6))"", ""status"": ""Failed (Planning/State Error)""}, {""name"": ""cook_egg and fill_pot_with_water and heat_the_bread_using_microwave and wash_apple_and_lettuce and wash_all_fork_and_spoo"", ""status"": ""Failed (Planning/State Error)""}]"
6,452.7002819127446,COMPLETE,2025-05-23T19:22:26.809048,2025-05-23T20:07:58.463138,2731.65409,0.5146450157590734,3.8359272171310708,0.47362499199713615,9,1,68.60625,43.91244364714949,"[{""name"": ""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))"", ""status"": ""Failed (Planning/State Error)""}, {""name"": ""boil_potato and cook_egg and heat_the_bread_using_microwave and wash_apple_and_lettuce and set_the_table"", ""status"": ""Failed (Planning/State Error)""}]"
7,181.0741770847747,COMPLETE,2025-05-23T19:28:11.648468,2025-05-23T20:12:10.211869,2638.563401,1.82154984707039,4.270809581955844,0.10328844853021397,10,0,61.76666666666666,53.58424339158228,"[{""name"": ""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))"", ""status"": ""Failed (Planning/State Error)""}, {""name"": ""boil_potato and cook_egg and heat_the_bread_using_microwave and wash_apple_and_lettuce and set_the_table"", ""status"": ""Failed (Planning/State Error)""}, {""name"": ""complex10_20subtasks(nd7->dc1, dnc1, dnc2, nd1->nd4, nd(2, 3, 5, 6))"", ""status"": ""Failed (Planning/State Error)""}, {""name"": ""complex4_12subtasks(dc2, nd1, nd6, nd3, nd2)"", ""status"": ""Failed (Planning/State Error)""}]"
8,453.9191541249719,COMPLETE,2025-05-23T19:28:28.670720,2025-05-23T20:14:17.111226,2748.440506,3.567969818181193,4.054984585544967,4.472063155490389,9,1,66.19222222222223,48.36275579862995,"[{""name"": ""complex5_12subtasks(nd7->dc1, nd(1, 2, 3, 5, 6)"", ""status"": ""Failed (Planning/State Error)""}]"
9,57.569,COMPLETE,2025-05-23T19:33:26.445399,2025-05-23T20:17:12.849306,2626.403907,4.600333799695549,4.614606354904033,3.7824547724582045,10,0,61.136250000000004,15.055913555459119,"[{""name"": ""complex10_20subtasks(nd7->dc1, dnc1, dnc2, nd1->nd4, nd(2, 3, 5, 6))"", ""status"": ""Failed (Planning/State Error)""}, {""name"": ""complex3_12subtasks(dc1, dnc2, dnc3, nd(2, 3))"", ""status"": ""Failed (Planning/State Error)""}]"
11,47.220000000000006,COMPLETE,2025-05-23T20:07:58.807641,2025-05-23T20:47:40.147179,2381.339538,1.0040612404112128,3.2402967837576235,2.5463590899638184,10,0,57.158,13.700835770077537,"[{""name"": ""complex5_12subtasks(nd7->dc1, nd(1, 2, 3, 5, 6)"", ""status"": ""Failed (Planning/State Error)""}, {""name"": ""complex4_12subtasks(dc2, nd1, nd6, nd3, nd2)"", ""status"": ""Failed (Planning/State Error)""}, {""name"": ""cook_egg and fill_pot_with_water and heat_the_bread_using_microwave and wash_apple_and_lettuce and wash_all_fork_and_spoo"", ""status"": ""Failed (Planning/State Error)""}, {""name"": ""complex10_20subtasks(nd7->dc1, dnc1, dnc2, nd1->nd4, nd(2, 3, 5, 6))"", ""status"": ""Failed (Planning/State Error)""}, {""name"": ""boil_potato and cook_egg and heat_the_bread_using_microwave and wash_apple_and_lettuce and set_the_table"", ""status"": ""Failed (Planning/State Error)""}]"
10,63.969000000000015,COMPLETE,2025-05-23T19:54:14.081043,2025-05-23T20:49:17.357142,3303.276099,1.6630242020678325,3.4523635236370342,3.3911568284046587,10,0,71.11285714285715,17.570112790574786,"[{""name"": ""cook_egg and fill_pot_with_water and heat_the_bread_using_microwave and wash_apple_and_lettuce and wash_all_fork_and_spoo"", ""status"": ""Failed (Planning/State Error)""}, {""name"": ""boil_potato and cook_egg and heat_the_bread_using_microwave and wash_apple_and_lettuce and set_the_table"", ""status"": ""Failed (Planning/State Error)""}, {""name"": ""complex10_20subtasks(nd7->dc1, dnc1, dnc2, nd1->nd4, nd(2, 3, 5, 6))"", ""status"": ""Failed (Planning/State Error)""}]"
